FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv
0.401765378427455,0.5181626737154048,1.199863596868685,0.0012069297516402256,0.3900092805005396,0.07241209847556937,0.061185712971452394,0.6299189639525211,0.16435293861886027,0.030107389058898943,0.19415285822064152
0.3900275317361874,0.523053848700153,1.2263890342424821,0.0010875135412125284,0.33656560837846256,0.07063578695330336,0.05580136007921691,0.6409967162199248,0.1733570451085698,0.027977223663446276,0.1587926945749581
0.36415173176113874,0.5299505052588278,1.254388986918099,0.0010178183046679907,0.30262514516222055,0.06740766691284206,0.05347514183767572,0.668933435040818,0.18090312824527724,0.026214382088904597,0.1431038453647918
0.33958778726537947,0.5342242100651774,1.2868621852192712,0.0008870416253597096,0.28283185345205986,0.064355583351093,0.05158155107270908,0.6920289797776374,0.18770909696911947,0.024215524654151145,0.13774556744226257
0.31879114655605434,0.5280094977585273,1.2784694511165855,0.0007641366841820383,0.26557981130312114,0.0610225733684624,0.0504346478996532,0.6973120276093333,0.19289175780577436,0.022835341677126662,0.13187894923001864
0.306981506281769,0.5182804680539008,1.272663459063092,0.0006259278192645293,0.2612289090134679,0.05764504774233828,0.04966008929031746,0.5940043768775444,0.1976453346478548,0.021715039568336345,0.12651495490738113
0.30486123850934094,0.5084592914770759,1.2772409397093785,0.0005059794115884673,0.2746317284196451,0.05435018105665897,0.04897860621423996,0.4842694643861717,0.2026664516626802,0.020761715202973548,0.12142272927200243
0.3065264563131486,0.4961248103662672,1.2827737657641878,0.00043316060461222973,0.29180269261164005,0.05098781904110648,0.04846335102843292,0.36779159678174683,0.20761355873764323,0.020107412576892175,0.11550102079098414
0.31006265467787014,0.48814783991427224,1.2891024700433968,0.000368892007765483,0.31925995702236076,0.04778449456918084,0.04799462166680623,0.25273679666628973,0.21182457936302448,0.019491187770149045,0.11356555945576143
0.3110475377931751,0.4958929705854981,1.2957736515427787,0.00029453874867359453,0.35999728543095677,0.04491262048512899,0.047350700555875556,0.15111547560021993,0.2154752308916363,0.018746073415007183,0.11159037196561128
0.30844307310536395,0.5103036047775661,1.3028735945809296,0.00023636291426288304,0.4059102742392675,0.04217908686061245,0.04663254334386595,0.15507598379472026,0.21886079092219868,0.018058505716568304,0.1093993497345568
0.29933722232646703,0.5378239988862661,1.3100514084206554,0.000190271324471819,0.454982708447068,0.0395337754275699,0.045804967561149566,0.15973926919764792,0.21604652276108763,0.01737450443580574,0.10694643608020099
0.28365519499135483,0.5627640381010343,1.315260336540504,0.00016671566444964058,0.49384460227131133,0.03689006387777418,0.04492510362758187,0.16636483288352147,0.2106964917315363,0.016761070099205435,0.10438155891869176
0.26626493727910994,0.5604085512565347,1.3228809690570538,0.00017640275617980192,0.532949834844214,0.03445567024694793,0.04415968276714694,0.17376964748786353,0.2040010955091575,0.01635398698782405,0.10194781455502772
0.2727107054048463,0.5427749764884254,1.3509879946608299,0.00017139046872346135,0.5999419341323924,0.03225908158348122,0.04408748943196823,0.17769523842207235,0.20120909077093227,0.01628818183815289,0.09964895636816364
0.28778953099300136,0.5416344446694488,1.3986988994420892,0.0001689481435014758,0.7023161611443104,0.03160658810604111,0.04445256822862349,0.1795094866624035,0.2001845249022098,0.01649811461276635,0.09723473862638586
0.31393420934333766,0.5497057796396464,1.4540823882490874,0.00019501936095863294,0.7974419012796571,0.033691946614815324,0.044848563136154894,0.18278268165088488,0.19811126882498334,0.016864139891682176,0.0947936527833761
0.32387029262271844,0.5356593995384011,1.5116646865785843,0.00020478123535965927,0.8793502304047079,0.03227150757227426,0.04476576913968218,0.18725247225886416,0.1940190521042828,0.016896009189126322,0.09222940563020605
0.328677798226477,0.4932278825567933,1.5440078842706721,0.000195744480028752,0.9535362480402814,0.030863187151384357,0.044504009845993855,0.19212577235241396,0.1891910287780648,0.016738694431705683,0.0896030752488097
0.33673481472042915,0.47166697904375987,1.5536177743716306,0.00018429488578665385,1.0187313837564136,0.029458113481182192,0.044246009744675595,0.19740455784126382,0.18426812601209272,0.01654888248096252,0.08703490424190417
0.3385173838657709,0.45447351645816,1.5574822684343252,0.00017604502047543553,1.0607274618950553,0.027937974109567987,0.04379755113538013,0.2044136936956531,0.17889883531152106,0.01624297218872145,0.08462610899707898
0.33450769598766483,0.45119754988639127,1.546478034201828,0.00021249897949532118,1.0545276262142236,0.02675731782090151,0.04323045520983222,0.21464934474302694,0.17314747075183712,0.016042134398633397,0.08240721418411358
0.33127005883792726,0.45777895408596897,1.5546199206393017,0.00021716323320863457,1.1095580427497123,0.025467595916483496,0.04328388498528702,0.21984955499216868,0.1691331847817793,0.01609526739564745,0.0799406346575875
0.34243866657307387,0.4703297370182867,1.5793796637476443,0.0001897540574688571,1.2209667113446652,0.02527216126653784,0.0437203227876318,0.22170757623173534,0.16626675824995013,0.016293432609815316,0.07728110976772323
0.357516035416504,0.47696315579177767,1.5947117144292842,0.0001831178824012398,1.2998220313900657,0.025791894071033196,0.04394574804736174,0.22477458253089294,0.16307908126221876,0.016434088804793096,0.07471180908840899
0.35458769773750515,0.4778373804734651,1.5625295791374934,0.0002509446683965113,1.218196940098341,0.02415991563447694,0.04313017149523133,0.2348310531539824,0.15694070733344628,0.01615051983245654,0.07277841646784039
0.31063440480192317,0.49647161270262496,1.321241270060387,0.00029954827863239413,0.8214374097128037,0.024782815708372437,0.042857490799175814,0.1752421144008666,0.14391245389788493,0.01588333147808121,0.06844751595700409
0.22719181451264303,0.486718822729552,1.100044816950441,0.00038495779413572827,0.5653293736005434,0.037289542637279814,0.044053643378008066,0.11189638496829903,0.14154243987442056,0.01587958154774549,0.06411255107284643
0.22492079510563573,0.4955825475638349,1.0272340810695169,0.00039792653209627676,0.5450066880555066,0.043206159146100286,0.045809350832998516,0.08782668870368424,0.13681043583089997,0.015843592563286227,0.06644064833119925
0.23195990568125283,0.5161796276010469,1.0028446562718105,0.0003997708518200377,0.542408755485742,0.04321706878779678,0.046870969314956684,0.08554673472280523,0.13264421741869759,0.015878854551702654,0.0688504654975282
0.2383855778351603,0.5346971591389752,0.9907365200725037,0.00040306137867537835,0.5363931283164479,0.040848270518726644,0.047834066639274996,0.09185593502655699,0.12889044274315353,0.01599275757992343,0.06951462168011033
0.23812817080509513,0.525165323098355,0.9742163286881974,0.0004065843890519668,0.5357741829720676,0.03891349060535882,0.048830820096620625,0.09704999950301425,0.12507406823406772,0.016074478179239786,0.07085471177312544
0.23165026756161214,0.5067510240594456,0.9219232222182544,0.0004099591652248259,0.5272089624424807,0.04016809743090779,0.04935123034222142,0.09078063558268706,0.12074141196761547,0.01600553826571307,0.0726718298237658
0.23087353484499865,0.5448564150073608,0.8467914282008083,0.0004103568590390768,0.5217901372400223,0.04342130426332226,0.04946216119062393,0.07780583105748816,0.1158060609889835,0.015826939527352524,0.0754387345161994
0.23806390160346286,0.6426205221795677,0.779924759163021,0.00039359086762978283,0.5357235495248335,0.04842545338400855,0.04972549275979367,0.06174730122490734,0.11061478879043546,0.01559104552023158,0.08054787927310463
0.24751099999548126,0.6960604324939882,0.7248254993838781,0.0003777322141995075,0.547201215396903,0.05010539636073359,0.05008002444322526,0.05510264914778636,0.10597398910553343,0.015448532275648822,0.08429889596659489
0.24861547780837498,0.6947136343678192,0.6956791205903097,0.0003883034093672554,0.5410662012043534,0.04801292348910256,0.050255935351737446,0.05871385115904532,0.10174826446594434,0.015538276980275934,0.08435377749963097
0.2453263605717328,0.6919232228541036,0.6753338598429509,0.00040285347298894006,0.5365261330166023,0.044479095012356994,0.0503382037553063,0.06890056707818913,0.09861770778782004,0.015690391413977392,0.08295024931864864
0.25025650310433134,0.7044961614169558,0.6881650140003621,0.00041759788772348263,0.5489514025028845,0.040788658149682085,0.050490194199679955,0.08385401172757313,0.09699530092150362,0.01591321998066169,0.08262954861347496
0.25294311545238324,0.7118447989295981,0.6772667048588217,0.0004082062791455181,0.5609537754136942,0.042550997890177286,0.050673503922396716,0.08397715746754837,0.0956463540050185,0.015883218402570103,0.0998727790551783
0.251259830311165,0.7233174238542016,0.6475997157753729,0.00037811007726521855,0.5726917979934939,0.049421166430841205,0.051040788133574745,0.07365631957752616,0.09237295549763098,0.015624832675993627,0.117678970926089
0.24918579247335554,0.7423374310992866,0.6363706785713976,0.00030027090738183866,0.5715801131124955,0.05502307384073035,0.05252802182512572,0.06007710637476716,0.09524089740427406,0.015097723753306685,0.13551428546531144
0.24758541263326564,0.7490571295696905,0.6624800707990316,0.0002379524962814335,0.5469679658269214,0.06120565750272106,0.056627997194683144,0.05058434810331907,0.10663402646724822,0.014755586685387227,0.1365649460564682
0.253973532470352,0.7418515048483584,0.7123575016931533,0.00018617666032534654,0.5995023686297858,0.06429239299000195,0.05943175572951599,0.04483021589783269,0.1252613066834605,0.016426143681251858,0.16064709290338497
0.2592838145651059,0.7308703047157225,0.732335776573983,0.0001654027296768777,0.6349702431746411,0.06777996205294429,0.06045241086683543,0.044221273131005635,0.13663921349030253,0.01732033302747865,0.1774827848032576
0.2755446221051893,0.7188366594612737,0.7024358857071868,0.00014944502925184794,0.6647914185520931,0.06701278506395666,0.06151668305532496,0.044249007898363966,0.14758132095948898,0.018127209810277982,0.19119537536019138
0.29676942018129254,0.7097222390350486,0.6770726813383114,0.00013629492914648156,0.679762918249451,0.06492868900216325,0.062089614111767354,0.044296184759328255,0.15843064703327153,0.01874133631868856,0.20063211576247691
0.31940670574613034,0.7272612819758504,0.667724946950041,0.00012230018848468236,0.7026118917624888,0.06322574837567291,0.06275744649839585,0.04376839673916421,0.17062587006284938,0.019374954699500055,0.21102849110410693
