LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv
0.050578990080133474,1.2562520272542341,0.0003105230816525362,2.5923167905660742
0.049600496342776704,1.2896236475651395,0.00031108246719324846,2.575702423702351
0.047692098937084086,1.2911454515546938,0.00031474780116555007,2.5587386504804304
0.046558757432552014,1.2893957296928555,0.00031734343096047427,2.5418751267695
0.04528261910179729,1.2866866242288233,0.0003195402686771931,2.525018780605939
0.044193618510018684,1.2848941548703108,0.0003212755162372118,2.5081898564269314
0.04291574395669171,1.285847618508665,0.00032165445298880564,2.491415885709317
0.04084768133496072,1.2880061678439476,0.0003222581086953095,2.4746083581601015
0.0397629854115052,1.2938171590963419,0.0003220016644011762,2.4576493013799032
0.03890540223693164,1.3001925293878953,0.0003193389897152991,2.440912535909059
0.03806439217877351,1.310303533627775,0.0003150042590720298,2.424201778170562
0.03698292394320627,1.3235316415281855,0.00031073232607749246,2.4074479991734794
0.03634673066301795,1.327624068855999,0.00030624213953420464,2.3905525402339665
0.03634093361032867,1.3351791627971996,0.0003025558532030607,2.3735062199169623
0.0352354503592862,1.3348173376447705,0.0003008507422358568,2.3559906534339885
0.03398656945595067,1.3346361919721965,0.0003012337414967916,2.3378713589506313
0.0327372429241364,1.3269727113192102,0.0003008143675437863,2.319309090303916
0.03153357672732145,1.2986761094805073,0.0002996715894225649,2.300215647959545
0.03047920246626229,1.257721139031891,0.0002965970464452507,2.2804753392275234
0.029450772370999505,1.2351485705524454,0.0002919958340234878,2.2601933836454022
0.028511053198538302,1.2430267042973278,0.00028596772310497583,2.2392815898626504
0.02741012295384731,1.2357114527830224,0.000284042215672826,2.217356566595064
0.02583455982564075,1.232640168466864,0.0002859997175004847,2.1945684104884906
0.02555504829161655,1.2354934741473567,0.0002889763302342955,2.1716503504433557
0.025286478075484446,1.243508714023895,0.00029105198088916207,2.1494215563964887
0.0246563580294946,1.232784538430011,0.00029366645276287796,2.1296903638086264
0.02437499122294525,1.205424491780382,0.00029582192124472106,2.1168853038072037
0.023155999529386514,1.1758371846101305,0.000294918076664379,1.963940735106034
0.02267875551483646,1.1801758994953155,0.0002936320083496202,1.8113153048695674
0.02152714563826276,1.1856046778700042,0.0002923452186514223,1.6588702451839394
0.021202520103227717,1.1991148100873532,0.0002919994452001334,1.5068365868974072
0.020705587652945043,1.22215542993452,0.0002934811810501601,1.355215858848836
0.020124181918700745,1.2383904781476072,0.00029470016546789547,1.204150995681482
0.019919575064457042,1.2471078800689464,0.00029524529355304713,1.0537071987993445
0.019667202627079775,1.2443618295159888,0.0002947214508631381,0.9038761838479205
0.020091667884972693,1.2378194457289833,0.0002938344545655993,0.7545546610198434
0.020134357649574847,1.2278694515688315,0.00029188656930323557,0.6056212535517733
0.020265843052564195,1.188994846896228,0.0002927308407523375,0.456792771044697
0.020154963874865758,1.1574892973428283,0.0002922207500298054,0.307516216416457
0.019504751745129594,1.1396551479315447,0.0002912803684814271,0.1564686306120607
0.01939272003291924,1.12879528131039,0.00029052523350050113,0.0002479339309493584
0.018783667230427105,1.1113179830997268,0.00028755843018250977,0.0002513717424316685
0.01885357709134228,1.090542703985819,0.0002862544181114266,0.0002524752820170406
0.01803988987582862,1.0646735779845469,0.00028564085743341684,0.00025459422264186823
0.01768453843552291,1.023390284249851,0.00028284094284190077,0.00025798062891382997
0.018109035129581355,0.9363716364529112,0.0002805662573450986,0.0002612075958199524
0.017834912928728647,0.8530923860970521,0.00027766377430317273,0.00026562036069606584
0.017964261311298937,0.7704752732856478,0.0002735668185675592,0.0002721353282748686
0.017636687225419737,0.7605676037006167,0.0002667854216827757,0.00028068372705751976
